protein	priority	correlation	p_value	index_in_Model	ratio	slope	prot_abun(max_production)	ref_abun(paxdb)	abun_fold	homolougous_gene	metabolic/secretoy	complex/not	Entry	Entry name	Protein names	Length	Mass	Cross-reference (PaxDb)	Subcellular location [CC]	Function [CC]
YDR481C	-4.5	-1	0	285	0.708333333333333	-133820636.264031	1.90289555664195e-11	5.8773284983282e-07	3.23768793454922e-05		metabolic		P11491	PHO8	Repressible alkaline phosphatase (EC 3.1.3.1) (Fructose-2,6-bisphosphate 6-phosphatase) (EC 3.1.3.54) (Membrane-bound repressible alkaline phosphatase) [Cleaved into: Soluble alkaline phosphatase (EC 3.1.7.6) (Farnesyl diphosphatase)]	566	63,004	P11491;	SUBCELLULAR LOCATION: [Repressible alkaline phosphatase]: Vacuole membrane; Single-pass membrane protein. Note=The full-length version is found in lysosome-like vacuoles.; SUBCELLULAR LOCATION: [Soluble alkaline phosphatase]: Cytoplasm. Note=The truncated version of the protein is soluble.	FUNCTION: Phosphatase with broad substrate specificity. A truncated (soluble) version of the protein is responsible for the production of (E,E)-farnesol from (E,E)-farnesyl diphosphate. Acts as a fructose-2,6-bisphosphate 6-phosphatase (PubMed:1848184). {ECO:0000269|PubMed:1848184}.
YDR483W	-0.5	-1	0	286	0.708052784635133	-8746.87518160864	2.90738937295251e-07	3.61829018300987e-06	0.0803525761036114	YPL053C	Secretory		P27809	KRE2	Glycolipid 2-alpha-mannosyltransferase (EC 2.4.1.-) (Alpha-1,2-mannosyltransferase)	442	51,387	P27809;	SUBCELLULAR LOCATION: Golgi apparatus membrane; Single-pass type II membrane protein.	FUNCTION: Mannosyltransferase that transfers an alpha-D-mannosyl residue from GDP-mannose into lipid-linked oligosaccharide, forming an alpha-(1->2)-D-mannosyl-D-mannose linkage. Required for the attachment of the third mannose residue of O-linked saccharides.
YDR529C	-1	-1	0	294	0.865198039237576	-873.794789825281	7.64445074392535e-06	3.29283551046401e-06	2.32154042302834		metabolic	Mitochondrial respiratory chain complex III	P00128	QCR7	Cytochrome b-c1 complex subunit 7, mitochondrial (Complex III subunit 7) (Complex III subunit VII) (Ubiquinol-cytochrome c oxidoreductase subunit 7) (Ubiquinol-cytochrome c reductase 14 kDa protein)	127	14,565	P00128;	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}; Peripheral membrane protein {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}; Matrix side {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}.	FUNCTION: Component of the ubiquinol-cytochrome c oxidoreductase, a multisubunit transmembrane complex that is part of the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives transmembrane transport and the ATP synthase. The cytochrome b-c1 complex catalyzes electron transfer from ubiquinol to cytochrome c, linking this redox reaction to translocation of protons across the mitochondrial inner membrane, with protons being carried across the membrane as hydrogens on the quinol. In the process called Q cycle, 2 protons are consumed from the matrix, 4 protons are released into the intermembrane space and 2 electrons are passed to cytochrome c. {ECO:0000305|PubMed:11880631}.
YEL021W	-0.5	-1	0	304	0.708333333333333	-10021.8429117786	2.5409168391029e-07	2.96738083791815e-06	0.0856282687626155		metabolic		P03962	URA3	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase) (Uridine 5'-monophosphate synthase) (UMP synthase)	267	29,240	P03962;	NaN	NaN
YEL024W	-1	-1	0	305	0.865198039237576	-873.794789825281	7.64445074392535e-06	7.35144672103593e-07	10.3985664781478		metabolic	Mitochondrial respiratory chain complex III	P08067	RIP1	Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 7.1.1.8) (Complex III subunit 5) (Rieske iron-sulfur protein) (RISP) (Ubiquinol-cytochrome c oxidoreductase iron-sulfur subunit)	215	23,365	P08067;	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}.	FUNCTION: Component of the ubiquinol-cytochrome c oxidoreductase, a multisubunit transmembrane complex that is part of the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives transmembrane transport and the ATP synthase. The cytochrome b-c1 complex catalyzes electron transfer from ubiquinol to cytochrome c, linking this redox reaction to translocation of protons across the mitochondrial inner membrane, with protons being carried across the membrane as hydrogens on the quinol. In the process called Q cycle, 2 protons are consumed from the matrix, 4 protons are released into the intermembrane space and 2 electrons are passed to cytochrome c (Probable). The Rieske protein is a catalytic core subunit containing a [2Fe-2S] iron-sulfur cluster (PubMed:18390544). It cycles between 2 conformational states during catalysis to transfer electrons from the quinol bound in the Q(0) site in cytochrome b (COB) to cytochrome c1 (CYT1) (PubMed:1657998, PubMed:2538628) (Probable). {ECO:0000269|PubMed:1657998, ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:2538628, ECO:0000305|PubMed:11880631, ECO:0000305|PubMed:30598556}.
YEL041W	-3.5	-1	0	311	0.708333333333333	-177002.124964217	1.43866461594912e-08	3.49385163174234e-08	0.411770380538935	YJR049C	metabolic		P32622	YEF1	ATP-NADH kinase YEF1 (EC 2.7.1.86)	495	55,874	P32622;	NaN	FUNCTION: ATP-NADH kinase with a low phosphorylation activity of both NADH and NAD(+) to produce NADP and NADPH by using ATP. UTR1 is responsible for essentially all of the NAD/NADH kinase activity resident in the cytoplasm, whereas POS5 is responsible for all mitochondrial NAD/NADH kinase activity and consequent mitochondrial genome maintenance. YEF1 can substitute for UTR1 when overexpressed. {ECO:0000269|PubMed:15978040, ECO:0000269|PubMed:16760478, ECO:0000269|PubMed:19158096}.
YEL058W	-0.5	-1	0	316	0.728347264078889	-1466854.92430288	1.9076350894697e-09	1.92401144652112e-06	0.000991488430549085		metabolic		P38628	PCM1	Phosphoacetylglucosamine mutase (PAGM) (EC 5.4.2.3) (Acetylglucosamine phosphomutase) (N-acetylglucosamine-phosphate mutase) (PGM-complementing protein 1)	557	62,067	P38628;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.	FUNCTION: Catalyzes the conversion of GlcNAc-6-P into GlcNAc-1-P during the synthesis of uridine diphosphate/UDP-GlcNAc, which is a biosynthetic precursor of chitin and also supplies the amino sugars for N-linked oligosaccharides of glycoproteins (PubMed:8174553). Also has phosphoglucomutase activity (PubMed:8119301). {ECO:0000269|PubMed:8119301, ECO:0000269|PubMed:8174553}.
YER003C	-0.5	-1	0	322	0.70872002168368	-2983.18525168908	8.55143434173566e-07	2.4887710253507e-06	0.343600687031087		metabolic		P29952	PMI40	Mannose-6-phosphate isomerase (EC 5.3.1.8) (Phosphohexomutase) (Phosphomannose isomerase) (PMI)	429	48,189	P29952;	SUBCELLULAR LOCATION: Cytoplasm.	FUNCTION: Involved in the synthesis of the GDP-mannose and dolichol-phosphate-mannose required for a number of critical mannosyl transfer reactions.
YER014W	-0.5	-1	0	325	0.708333333333333	-18244686.7285574	1.39573070188834e-10	8.84470933624635e-07	0.000157804021458175		metabolic		P40012	HEM14	Protoporphyrinogen oxidase (PPO) (EC 1.3.3.4)	539	59,703	P40012;	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:7798202}. Note=Bound to the mitochondrial inner membrane with its active site facing the cytosolic side.	FUNCTION: Catalyzes the 6-electron oxidation of protoporphyrinogen-IX to form protoporphyrin-IX.
YER023W	-0.5	-1	0	328	0.892838648944864	-11259.247516732	7.64966422763488e-07	8.78727615873826e-06	0.0870538730028177		metabolic		P32263	PRO3	Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2)	286	30,132	P32263;	NaN	NaN
YER026C	-0.5	-1	0	330	0.708329425655627	-126.013483105367	2.02075158586096e-05	5.58059041453639e-09	3621.03547430623		metabolic		P08456	CHO1	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8) (Phosphatidylserine synthase)	276	30,805	P08456;	SUBCELLULAR LOCATION: Microsome membrane; Multi-pass membrane protein. Endoplasmic reticulum membrane; Multi-pass membrane protein. Mitochondrion outer membrane; Multi-pass membrane protein.	NaN
YER043C	-0.5	-1	0	333	0.708333179747649	-95.6500176029103	2.6622735038395e-05	3.06788889855731e-05	0.867786804499812		metabolic		P39954	SAH1	Adenosylhomocysteinase (AdoHcyase) (EC 3.3.1.1) (S-adenosyl-L-homocysteine hydrolase)	449	49,126	P39954;	NaN	FUNCTION: Adenosylhomocysteine is a competitive inhibitor of S-adenosyl-L-methionine-dependent methyl transferase reactions; therefore adenosylhomocysteinase may play a key role in the control of methylations via regulation of the intracellular concentration of adenosylhomocysteine. {ECO:0000250}.
YER052C	-0.5	-1	0	334	0.857512049068666	-2001.71218430013	3.13298731591738e-06	5.51358504077695e-06	0.568230523832801		metabolic		P10869	HOM3	Aspartokinase (EC 2.7.2.4) (Aspartate kinase)	527	58,110	P10869;	NaN	NaN
YER055C	4	1	0	336	1.30556232385925	769.365381005579	5.82747521592378e-06	2.58449298786419e-06	2.25478468824927		metabolic		P00498	HIS1	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	297	32,266	P00498;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.	FUNCTION: Catalyzes the condensation of ATP and 5-phosphoribose 1-diphosphate to form N'-(5'-phosphoribosyl)-ATP (PR-ATP). Has a crucial role in the pathway because the rate of histidine biosynthesis seems to be controlled primarily by regulation of the enzymatic activity (By similarity). {ECO:0000250}.
YER069W	-0.5	-1	0	343	0.804122772943105	-1066.15087824252	4.02716446366209e-06	2.68978714662903e-06	1.49720563157167		metabolic	N-acetylglutamate synthase NAGS/NAGK complex	Q01217	ARG56	Protein ARG5,6, mitochondrial [Cleaved into: N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase); Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (AGK)]	863	94,869	Q01217;	SUBCELLULAR LOCATION: Mitochondrion.	NaN
YER090W	1	1	0	349	1.05221700140431	3316.05118366363	6.10360665998033e-06	2.46005443659666e-06	2.48108601548847		metabolic	Anthranilate synthase complex	P00899	TRP2	Anthranilate synthase component 1 (EC 4.1.3.27) (Anthranilate synthase component I)	507	56,768	P00899;	NaN	NaN
YER091C	-0.5	-1	0	350	0.771273506461488	-261.948494272391	1.3480864534732e-05	5.10006616271867e-05	0.264327248012519		metabolic		P05694	MET6	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Delta-P8 protein) (Methionine synthase, vitamin-B12 independent isozyme)	767	85,860	P05694;	NaN	FUNCTION: Catalyzes the transfer of a methyl group from 5-methyltetrahydrofolate to homocysteine resulting in methionine formation.
YER152C	-0.5	-1	0	354	0.911509677669649	-3439.27771039687	3.07190713992336e-06	1.67513434398605e-07	18.3382732910462		metabolic		P10356	YER152C	Uncharacterized protein YER152C	443	49,490	P10356;	NaN	NaN
YER170W	-4.5	-1	0	356	0.708333333333333	-763940084.693289	3.33333332333333e-12	8.77770396248691e-08	3.79750027749732e-05		metabolic		P26364	ADK2	GTP:AMP phosphotransferase, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3)	225	25,194	P26364;	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000255|HAMAP-Rule:MF_03169, ECO:0000269|PubMed:1620094}.	FUNCTION: Involved in maintaining the homeostasis of cellular nucleotides by catalyzing the interconversion of nucleoside phosphates. Has GTP:AMP phosphotransferase and ITP:AMP phosphotransferase activities. Does not accept ATP as phosphate donor. {ECO:0000255|HAMAP-Rule:MF_03169, ECO:0000269|PubMed:15753074, ECO:0000269|PubMed:8537371}.
YER178W	-1	-1	0	359	0.844319462718184	-992.667049380851	5.69690977471638e-06	8.59583223371128e-06	0.662752554938677		metabolic	Mitochondrial pyruvate dehydrogenase complex	P16387	PDA1	Pyruvate dehydrogenase E1 component subunit alpha, mitochondrial (EC 1.2.4.1) (Pyruvate dehydrogenase complex component E1 alpha) (PDHE1-A)	420	46,343	P16387;	SUBCELLULAR LOCATION: Mitochondrion matrix.	FUNCTION: The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2).
YFL017C	-0.5	-1	0	363	0.728347264078889	-2570462.86020334	1.08860702408291e-09	6.96855887098197e-07	0.00156216951630561		metabolic		P43577	GNA1	Glucosamine 6-phosphate N-acetyltransferase (EC 2.3.1.4) (Phosphoglucosamine acetylase) (Phosphoglucosamine transacetylase)	159	18,135	P43577;	NaN	NaN
YFL018C	-1	-1	0	364	0.843558944449073	-1971.83234818694	2.85166334662335e-06	6.82497592721174e-06	0.41782760511338	YPL017C	metabolic	Mitochondrial pyruvate dehydrogenase complex	P09624	LPD1	Dihydrolipoyl dehydrogenase, mitochondrial (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (Glycine decarboxylase complex subunit L) (Lipoamide dehydrogenase component of pyruvate dehydrogenase complex) (Pyruvate dehydrogenase complex E3 component)	499	54,010	P09624;	SUBCELLULAR LOCATION: Mitochondrion matrix.	FUNCTION: Lipoamide dehydrogenase is a component of the alpha-ketoacid dehydrogenase complexes. This includes the pyruvate dehydrogenase complex, which catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2). Acts also as component of the glycine cleavage system (glycine decarboxylase complex), which catalyzes the degradation of glycine.
YFL022C	0	-0.153846153846154	0.616791174982918	365	1.00463136687855	943798.899406594	3.29985313982248e-08	1.93358364277247e-06	0.0170659963542667		metabolic	Phenylalanyl-tRNA synthetase complex	P15625	FRS2	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	503	57,511	P15625;	SUBCELLULAR LOCATION: Cytoplasm.	NaN
YFL045C	-0.5	-1	0	367	0.708761979722602	-1359.25792154314	1.87716315063819e-06	5.14026938697434e-06	0.36518769918849		metabolic		P07283	SEC53	Phosphomannomutase (PMM) (EC 5.4.2.8)	254	29,063	P07283;	SUBCELLULAR LOCATION: Cytoplasm.	FUNCTION: Involved in the synthesis of the GDP-mannose and dolichol-phosphate-mannose required for a number of critical mannosyl transfer reactions.
YFL054C	-4.5	-1	0	369	0.703497302381317	-61092531005.2161	4.07354434455797e-14	1.31139088643479e-09	3.10627775951112e-05		metabolic		P43549	AQY3	Aquaglycerol porin AQY3 (Aquaporin-3)	646	70,507	P43549;	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305|PubMed:12832087}; Multi-pass membrane protein {ECO:0000255}.	FUNCTION: Channel protein that mediates glycerol entry under ethanol stimulation (PubMed:12832087). Does not seem to mediate glycerol uptake under standard conditions (PubMed:12832087). {ECO:0000269|PubMed:12832087}.
YFR015C	-0.5	-1	0	375	0.708333333333333	-14694.2950463911	1.73296298549799e-07	7.85877312235742e-07	0.220513171523923	YLR258W	metabolic		P23337	GSY1	Glycogen [starch] synthase isoform 1 (EC 2.4.1.11)	708	80,510	P23337;	NaN	FUNCTION: Transfers the glycosyl residue from UDP-Glc to the non-reducing end of alpha-1,4-glucan. Is believed to regulate the synthesis of glycogen.
YFR025C	2	1	0	377	1.30556232385925	92623.1141030219	4.84053870701535e-08	5.63802359204448e-07	0.0858552403690822		metabolic		P38635	HIS2	Histidinol-phosphatase (HolPase) (EC 3.1.3.15)	335	38,582	P38635;	NaN	NaN
YFR030W	-0.5	-1	0	378	0.894042622152962	-447668.234060045	1.96115496669657e-08	8.27994975741677e-07	0.0236855901805427		metabolic	Sulfite reductase complex (NADPH)	P39692	MET10	Sulfite reductase [NADPH] flavoprotein component (EC 1.8.1.2)	1035	114,829	P39692;	NaN	FUNCTION: This enzyme catalyzes the 6-electron reduction of sulfite to sulfide. This is one of several activities required for the biosynthesis of L-cysteine from sulfate.
YFR033C	-1	-1	0	379	0.865198039237576	-873.794789825281	7.64445074392535e-06	1.02422499889433e-06	7.46364397683876		metabolic	Mitochondrial respiratory chain complex III	P00127	QCR6	Cytochrome b-c1 complex subunit 6, mitochondrial (Complex III subunit 6) (Complex III subunit VI) (Cytochrome c1 non-heme 17 kDa protein) (Mitochondrial hinge protein) (Ubiquinol-cytochrome c oxidoreductase subunit 6) (Ubiquinol-cytochrome c reductase 17 kDa protein)	147	17,257	P00127;	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:22984289, ECO:0000269|PubMed:30598554}; Peripheral membrane protein {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}; Intermembrane side {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}.	FUNCTION: Component of the ubiquinol-cytochrome c oxidoreductase, a multisubunit transmembrane complex that is part of the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives transmembrane transport and the ATP synthase. The cytochrome b-c1 complex catalyzes electron transfer from ubiquinol to cytochrome c, linking this redox reaction to translocation of protons across the mitochondrial inner membrane, with protons being carried across the membrane as hydrogens on the quinol. In the process called Q cycle, 2 protons are consumed from the matrix, 4 protons are released into the intermembrane space and 2 electrons are passed to cytochrome c. {ECO:0000305|PubMed:11880631}.
